trip_id,date,time,transport_type,route_id,origin_station,destination_station,scheduled_departure,scheduled_arrival,actual_departure_delay_min,actual_arrival_delay_min,weather_condition,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,event_type,event_attendance_est,traffic_congestion_index,holiday,peak_hour,weekday,season,delayed
T00156,02-01-2023,20:00:00,Tram,Route_2,Station_1,Station_36,20:02:00,20:29:00,5,19,Snow,20.3,74,1,3.9,Protest,0,47,0,1,0,Spring,1
T00157,02-01-2023,20:15:00,Train,Route_15,Station_20,Station_2,20:19:00,20:45:00,14,15,Storm,-0.2,80,23,0.6,Parade,2000,43,0,0,0,Autumn,1
T00158,02-01-2023,20:30:00,Bus,Route_6,Station_28,Station_22,20:33:00,21:03:00,5,14,Rain,5.9,35,44,17,None,500,36,1,0,0,Spring,1
T00159,02-01-2023,20:45:00,Metro,Route_8,Station_16,Station_32,20:48:00,21:42:00,18,23,Snow,15.3,62,58,2.8,None,50000,28,0,0,0,Autumn,1
T00160,02-01-2023,21:00:00,Tram,Route_5,Station_47,Station_16,21:03:00,21:31:00,-2,2,Snow,7.6,44,59,17.8,Sports,0,98,0,0,0,Summer,0
T00161,02-01-2023,21:15:00,Bus,Route_16,Station_17,Station_18,21:15:00,21:51:00,17,6,Clear,34.6,43,26,18.3,Parade,0,83,0,0,0,Winter,1
T00162,02-01-2023,21:30:00,Metro,Route_18,Station_40,Station_5,21:33:00,22:05:00,-1,-2,Fog,12.3,68,8,9.2,None,50000,84,0,0,0,Autumn,0
T00163,02-01-2023,21:45:00,Metro,Route_6,Station_28,Station_36,21:49:00,22:39:00,1,20,Clear,29.8,92,12,16.1,None,50000,33,0,0,0,Spring,1
T00164,02-01-2023,22:00:00,Train,Route_5,Station_12,Station_30,22:04:00,22:21:00,18,24,Clear,30.9,34,54,7.3,None,0,58,0,0,0,Summer,1
T00165,02-01-2023,22:15:00,Bus,Route_16,Station_27,Station_45,22:16:00,22:45:00,-2,24,Cloudy,28.4,81,13,17.2,Sports,0,42,0,1,0,Autumn,1
T00166,02-01-2023,22:30:00,Metro,Route_13,Station_42,Station_19,22:30:00,22:52:00,4,-2,Snow,-3.1,45,50,16.5,Festival,10000,32,0,0,0,Summer,0
T00167,02-01-2023,22:45:00,Tram,Route_5,Station_47,Station_23,22:49:00,23:33:00,-2,1,Fog,32.9,67,10,1.6,None,0,18,0,1,0,Summer,0
T00168,02-01-2023,23:00:00,Tram,Route_13,Station_30,Station_34,23:02:00,23:37:00,6,7,Clear,0.1,82,13,11.7,None,2000,7,1,0,0,Spring,1
T00169,02-01-2023,23:15:00,Train,Route_17,Station_41,Station_13,23:15:00,23:54:00,0,6,Rain,-3.6,82,15,12.8,Festival,0,30,0,0,0,Spring,1
T00170,02-01-2023,23:30:00,Metro,Route_18,Station_34,Station_43,23:30:00,00:03:00,9,-2,Storm,11.6,75,9,0,None,0,10,1,1,0,Summer,0
T00171,02-01-2023,23:45:00,Bus,Route_8,Station_37,Station_29,23:49:00,00:38:00,16,11,Fog,2.8,44,19,19.6,Festival,0,7,1,0,0,Summer,1
T00172,03-01-2023,00:00:00,Tram,Route_13,Station_6,Station_36,00:02:00,00:50:00,12,3,Cloudy,2.4,88,15,8.1,None,0,24,1,0,1,Autumn,0
T00173,03-01-2023,00:15:00,Metro,Route_19,Station_7,Station_22,00:16:00,01:14:00,19,16,Fog,6.5,79,59,10.3,None,0,19,0,0,1,Spring,1
T00174,03-01-2023,00:30:00,Metro,Route_3,Station_32,Station_47,00:34:00,01:07:00,13,18,Snow,4.9,38,57,3.9,None,0,37,0,0,1,Autumn,1
T00175,03-01-2023,00:45:00,Train,Route_8,Station_32,Station_36,00:47:00,01:34:00,7,27,Cloudy,22.4,55,33,12.2,Concert,0,6,1,0,1,Winter,1
T00176,03-01-2023,01:00:00,Tram,Route_2,Station_25,Station_9,01:00:00,01:44:00,19,19,Storm,2.5,32,56,16.2,Festival,0,76,0,0,1,Autumn,1
T00177,03-01-2023,01:15:00,Tram,Route_8,Station_33,Station_39,01:17:00,01:53:00,3,15,Rain,16.7,76,15,11.7,Parade,0,38,0,0,1,Summer,1
T00178,03-01-2023,01:30:00,Bus,Route_13,Station_7,Station_19,01:30:00,01:57:00,14,0,Clear,34.5,34,13,15.8,Protest,0,73,0,0,1,Winter,0
T00179,03-01-2023,01:45:00,Tram,Route_13,Station_12,Station_38,01:49:00,02:32:00,18,20,Fog,12.3,91,52,14.6,None,50000,71,0,1,1,Autumn,1
T00180,03-01-2023,02:00:00,Bus,Route_1,Station_16,Station_6,02:04:00,02:27:00,19,16,Cloudy,20.7,34,27,4.8,None,0,19,0,0,1,Winter,1
T00181,03-01-2023,02:15:00,Tram,Route_6,Station_16,Station_47,02:18:00,03:05:00,14,24,Storm,33.8,39,17,8.7,None,0,80,0,0,1,Spring,1
T00182,03-01-2023,02:30:00,Train,Route_19,Station_43,Station_15,02:33:00,02:52:00,18,13,Clear,0.5,92,25,3,Festival,0,10,0,0,1,Autumn,1
T00183,03-01-2023,02:45:00,Tram,Route_16,Station_36,Station_20,02:48:00,03:07:00,16,15,Storm,11.7,54,37,0.8,None,10000,15,0,0,1,Autumn,1
T00184,03-01-2023,03:00:00,Bus,Route_8,Station_13,Station_9,03:04:00,03:41:00,15,28,Rain,29,73,6,1.3,Parade,0,41,0,0,1,Spring,1
T00185,03-01-2023,03:15:00,Bus,Route_1,Station_7,Station_32,03:16:00,03:51:00,8,26,Clear,32.3,54,44,18.8,Parade,0,95,0,0,1,Autumn,1
T00186,03-01-2023,03:30:00,Train,Route_16,Station_36,Station_4,03:34:00,04:25:00,4,13,Clear,19,59,33,19.7,None,0,89,0,0,1,Winter,1
T00187,03-01-2023,03:45:00,Tram,Route_9,Station_47,Station_50,03:47:00,04:21:00,7,25,Clear,0.7,43,46,1.9,Festival,2000,51,0,1,1,Spring,1
T00188,03-01-2023,04:00:00,Tram,Route_13,Station_9,Station_18,04:04:00,04:33:00,4,2,Cloudy,31.1,72,48,6.7,Parade,2000,36,0,1,1,Winter,0
T00189,03-01-2023,04:15:00,Train,Route_11,Station_32,Station_5,04:19:00,04:43:00,2,13,Clear,2,57,44,2.3,Protest,0,51,0,0,1,Autumn,1
T00190,03-01-2023,04:30:00,Tram,Route_13,Station_11,Station_20,04:30:00,05:19:00,9,13,Storm,9.1,48,6,16.7,Concert,0,8,0,1,1,Autumn,1
T00191,03-01-2023,04:45:00,Tram,Route_10,Station_8,Station_23,04:45:00,05:25:00,13,10,Cloudy,10,71,32,9.9,Protest,0,34,0,1,1,Autumn,1
T00192,03-01-2023,05:00:00,Bus,Route_4,Station_33,Station_11,05:00:00,05:31:00,18,20,Clear,12.9,49,34,12.4,None,0,66,0,0,1,Autumn,1
T00193,03-01-2023,05:15:00,Tram,Route_6,Station_23,Station_37,05:19:00,06:11:00,15,28,Storm,26.6,40,51,10.8,Concert,2000,94,0,1,1,Winter,1
T00194,03-01-2023,05:30:00,Tram,Route_7,Station_25,Station_22,05:31:00,06:21:00,0,10,Storm,27.1,83,49,14.2,None,0,6,0,0,1,Autumn,1
T00195,03-01-2023,05:45:00,Train,Route_5,Station_8,Station_4,05:47:00,06:15:00,17,23,Fog,23.8,53,38,6.4,None,0,1,1,0,1,Spring,1
T00196,03-01-2023,06:00:00,Train,Route_11,Station_45,Station_29,06:02:00,06:39:00,12,15,Storm,-4.1,99,20,2.7,Festival,0,24,0,0,1,Spring,1
T00197,03-01-2023,06:15:00,Metro,Route_13,Station_22,Station_44,06:16:00,07:09:00,2,27,Snow,17.6,46,48,0.4,Concert,500,75,0,1,1,Summer,1
T00198,03-01-2023,06:30:00,Bus,Route_19,Station_4,Station_34,06:31:00,07:00:00,10,5,Rain,24.9,57,27,8.9,None,500,93,0,0,1,Spring,0
T00199,03-01-2023,06:45:00,Tram,Route_10,Station_40,Station_13,06:47:00,07:12:00,16,13,Clear,12.8,79,31,18.2,None,50000,93,0,0,1,Summer,1
T00200,03-01-2023,07:00:00,Tram,Route_10,Station_3,Station_42,07:03:00,07:23:00,9,15,Clear,32.8,84,43,6.1,Parade,0,92,1,0,1,Spring,1
T00201,03-01-2023,07:15:00,Metro,Route_11,Station_29,Station_9,07:15:00,08:01:00,18,0,Clear,28,39,15,3.9,Festival,0,40,0,0,1,Spring,0
T00202,03-01-2023,07:30:00,Tram,Route_7,Station_41,Station_42,07:30:00,08:29:00,2,7,Storm,20.5,50,55,18.5,None,0,74,0,0,1,Autumn,1
T00203,03-01-2023,07:45:00,Bus,Route_18,Station_29,Station_31,07:47:00,08:42:00,3,18,Storm,-2.5,87,9,2.1,Parade,0,51,0,1,1,Spring,1
T00204,03-01-2023,08:00:00,Metro,Route_4,Station_34,Station_7,08:01:00,08:49:00,4,0,Clear,21.1,63,22,1,None,0,86,0,0,1,Autumn,0
T00205,03-01-2023,08:15:00,Bus,Route_2,Station_34,Station_4,08:18:00,09:01:00,7,13,Snow,31.5,72,47,17.6,Concert,0,80,0,0,1,Autumn,1
T00206,03-01-2023,08:30:00,Metro,Route_14,Station_28,Station_19,08:32:00,09:10:00,13,4,Cloudy,10.2,40,51,14,Sports,0,76,0,1,1,Spring,0
T00207,03-01-2023,08:45:00,Metro,Route_13,Station_13,Station_42,08:45:00,09:24:00,5,7,Cloudy,28.5,62,49,8.4,Festival,50000,96,0,0,1,Winter,1
T00208,03-01-2023,09:00:00,Train,Route_12,Station_15,Station_30,09:04:00,09:23:00,6,27,Rain,7.5,87,14,15,Festival,500,64,0,0,1,Autumn,1
T00209,03-01-2023,09:15:00,Bus,Route_7,Station_23,Station_31,09:16:00,09:45:00,1,7,Fog,17.8,75,54,14.8,None,0,76,0,0,1,Spring,1
T00210,03-01-2023,09:30:00,Tram,Route_2,Station_44,Station_35,09:34:00,10:02:00,18,17,Rain,20.9,90,42,0.8,Concert,0,37,0,1,1,Winter,1
T00211,03-01-2023,09:45:00,Tram,Route_13,Station_26,Station_21,09:47:00,10:13:00,18,26,Clear,22.1,91,49,13.5,None,0,66,0,0,1,Spring,1
T00212,03-01-2023,10:00:00,Bus,Route_14,Station_4,Station_31,10:00:00,10:23:00,5,6,Clear,30.3,30,5,12.8,None,0,79,0,0,1,Spring,1
T00213,03-01-2023,10:15:00,Tram,Route_17,Station_26,Station_19,10:18:00,10:46:00,4,22,Clear,4.4,50,32,19.3,None,0,41,0,0,1,Winter,1
T00214,03-01-2023,10:30:00,Tram,Route_9,Station_40,Station_31,10:34:00,10:58:00,12,23,Fog,5.5,91,54,19.3,None,0,70,0,1,1,Spring,1
T00215,03-01-2023,10:45:00,Bus,Route_17,Station_9,Station_32,10:48:00,11:17:00,18,4,Storm,23.2,93,38,7.6,None,50000,53,0,0,1,Autumn,0
T00216,03-01-2023,11:00:00,Metro,Route_8,Station_5,Station_2,11:00:00,11:45:00,0,4,Fog,2.1,85,11,11.8,None,0,66,0,0,1,Summer,0
T00217,03-01-2023,11:15:00,Bus,Route_2,Station_32,Station_10,11:19:00,12:12:00,14,4,Rain,13.6,30,51,2.8,Concert,0,77,0,0,1,Summer,0
T00218,03-01-2023,11:30:00,Metro,Route_13,Station_20,Station_2,11:33:00,12:02:00,8,12,Storm,-4.2,50,35,1.3,Sports,10000,63,0,0,1,Spring,1
T00219,03-01-2023,11:45:00,Tram,Route_3,Station_50,Station_2,11:48:00,12:43:00,6,9,Storm,0.6,51,30,8.7,None,0,79,0,0,1,Summer,1
T00220,03-01-2023,12:00:00,Tram,Route_16,Station_11,Station_24,12:04:00,12:47:00,2,19,Rain,22.2,83,9,13.8,Parade,0,3,0,0,1,Summer,1
T00221,03-01-2023,12:15:00,Tram,Route_6,Station_15,Station_17,12:15:00,12:53:00,7,8,Storm,24.9,33,52,11.4,None,0,30,0,1,1,Summer,1
T00222,03-01-2023,12:30:00,Train,Route_19,Station_32,Station_32,12:33:00,13:13:00,12,23,Cloudy,-0.4,94,33,8.6,None,2000,12,0,1,1,Autumn,1
T00223,03-01-2023,12:45:00,Metro,Route_7,Station_28,Station_16,12:47:00,13:23:00,11,18,Rain,4.1,80,40,16.4,None,0,26,0,0,1,Autumn,1
T00224,03-01-2023,13:00:00,Train,Route_10,Station_22,Station_16,13:04:00,13:32:00,1,28,Rain,-1,92,9,15.9,None,0,58,0,0,1,Summer,1
T00225,03-01-2023,13:15:00,Train,Route_9,Station_41,Station_46,13:16:00,13:47:00,18,23,Cloudy,12.3,44,51,14.6,None,50000,64,0,0,1,Winter,1
T00226,03-01-2023,13:30:00,Bus,Route_2,Station_17,Station_39,13:31:00,14:17:00,17,-2,Fog,0,65,10,1.5,Festival,0,63,0,1,1,Winter,0
T00227,03-01-2023,13:45:00,Train,Route_15,Station_26,Station_31,13:45:00,14:06:00,-1,29,Fog,12.5,58,56,15.9,None,2000,24,0,0,1,Winter,1
T00228,03-01-2023,14:00:00,Bus,Route_5,Station_44,Station_43,14:02:00,14:29:00,9,22,Fog,24.3,81,13,18.4,None,10000,36,0,0,1,Autumn,1
T00229,03-01-2023,14:15:00,Bus,Route_4,Station_7,Station_24,14:18:00,14:56:00,-2,24,Storm,22.3,75,2,1.2,None,0,74,0,1,1,Autumn,1
T00230,03-01-2023,14:30:00,Train,Route_20,Station_42,Station_1,14:31:00,15:02:00,17,15,Cloudy,6.2,98,56,8,Festival,10000,72,0,1,1,Autumn,1
T00231,03-01-2023,14:45:00,Metro,Route_4,Station_26,Station_11,14:45:00,15:13:00,2,1,Rain,22,58,32,19.8,None,2000,70,0,0,1,Autumn,0
T00232,03-01-2023,15:00:00,Metro,Route_18,Station_25,Station_21,15:02:00,15:52:00,3,29,Rain,32.1,76,6,12,Festival,50000,13,0,0,1,Summer,1
T00233,03-01-2023,15:15:00,Metro,Route_4,Station_10,Station_4,15:17:00,15:48:00,8,16,Rain,8.9,54,3,10.3,None,0,93,0,0,1,Autumn,1
T00234,03-01-2023,15:30:00,Metro,Route_17,Station_45,Station_7,15:30:00,16:09:00,5,26,Storm,8.2,45,38,3.5,None,50000,23,0,0,1,Summer,1
T00235,03-01-2023,15:45:00,Metro,Route_12,Station_19,Station_26,15:45:00,16:19:00,4,4,Storm,17.9,70,47,11.3,None,0,66,0,1,1,Winter,0
T00236,03-01-2023,16:00:00,Train,Route_17,Station_11,Station_47,16:03:00,16:51:00,1,13,Snow,4.8,94,9,8.8,Protest,2000,47,1,0,1,Summer,1
T00237,03-01-2023,16:15:00,Train,Route_10,Station_13,Station_50,16:15:00,17:07:00,3,-3,Fog,21.1,98,14,2.5,Sports,0,90,0,0,1,Winter,0
T00238,03-01-2023,16:30:00,Tram,Route_1,Station_8,Station_12,16:33:00,17:06:00,13,-1,Snow,28.3,49,15,9.3,None,0,64,0,1,1,Autumn,0
T00239,03-01-2023,16:45:00,Metro,Route_18,Station_40,Station_31,16:48:00,17:28:00,17,22,Snow,13.4,98,37,3.3,None,0,37,0,0,1,Winter,1
T00240,03-01-2023,17:00:00,Train,Route_18,Station_4,Station_17,17:04:00,17:49:00,12,27,Storm,22.2,65,3,14.6,None,0,89,0,0,1,Winter,1
T00241,03-01-2023,17:15:00,Tram,Route_14,Station_47,Station_33,17:17:00,17:47:00,11,4,Fog,21.1,87,3,19.5,None,0,69,0,0,1,Summer,0
T00242,03-01-2023,17:30:00,Metro,Route_15,Station_31,Station_11,17:32:00,18:05:00,9,4,Fog,-3.5,77,55,9.4,None,0,58,0,1,1,Winter,0
T00243,03-01-2023,17:45:00,Bus,Route_12,Station_28,Station_28,17:47:00,18:06:00,9,24,Rain,2.3,31,54,12.6,Festival,0,11,0,0,1,Spring,1
T00244,03-01-2023,18:00:00,Tram,Route_4,Station_11,Station_32,18:04:00,18:36:00,13,0,Storm,30.7,58,35,8.6,Sports,0,53,0,0,1,Winter,0
T00245,03-01-2023,18:15:00,Train,Route_3,Station_43,Station_1,18:18:00,19:06:00,12,12,Fog,32.6,45,26,2.8,None,0,50,0,0,1,Autumn,1
T00246,03-01-2023,18:30:00,Bus,Route_20,Station_1,Station_47,18:33:00,18:57:00,10,9,Snow,26.2,64,21,19.4,Parade,0,37,0,1,1,Winter,1
T00247,03-01-2023,18:45:00,Bus,Route_12,Station_49,Station_28,18:45:00,19:07:00,8,16,Cloudy,31.8,91,21,2.6,Festival,10000,45,0,0,1,Spring,1
T00248,03-01-2023,19:00:00,Bus,Route_7,Station_47,Station_42,19:04:00,19:31:00,14,1,Cloudy,7.2,33,16,2.2,None,500,98,0,0,1,Summer,0
T00249,03-01-2023,19:15:00,Tram,Route_11,Station_38,Station_7,19:15:00,19:54:00,18,16,Storm,4.9,97,44,9.2,None,0,9,0,1,1,Winter,1
T00250,03-01-2023,19:30:00,Train,Route_1,Station_24,Station_2,19:34:00,20:05:00,12,20,Rain,10.4,80,33,13.2,Festival,0,8,0,1,1,Spring,1
T00251,03-01-2023,19:45:00,Bus,Route_6,Station_47,Station_42,19:45:00,20:18:00,11,15,Rain,-2.8,62,31,7.1,Concert,2000,86,0,1,1,Autumn,1
T00252,03-01-2023,20:00:00,Metro,Route_15,Station_31,Station_24,20:01:00,20:35:00,7,13,Fog,27.4,53,51,3.9,None,0,93,0,0,1,Autumn,1
T00253,03-01-2023,20:15:00,Bus,Route_15,Station_41,Station_4,20:17:00,21:07:00,9,1,Storm,34.4,54,5,16.4,Sports,0,51,1,1,1,Summer,0
T00254,03-01-2023,20:30:00,Bus,Route_19,Station_46,Station_44,20:32:00,21:19:00,13,21,Cloudy,28,57,53,7.3,None,0,50,0,0,1,Autumn,1
T00255,03-01-2023,20:45:00,Tram,Route_11,Station_50,Station_19,20:48:00,21:16:00,12,14,Snow,17.2,36,32,3.9,Festival,50000,21,0,0,1,Spring,1
T00256,03-01-2023,21:00:00,Tram,Route_2,Station_26,Station_26,21:01:00,21:34:00,7,4,Fog,6.8,65,7,7.3,None,0,72,0,0,1,Winter,0
T00257,03-01-2023,21:15:00,Train,Route_14,Station_49,Station_11,21:17:00,21:52:00,1,23,Snow,2.9,39,49,4.3,Concert,2000,82,0,0,1,Spring,1
T00258,03-01-2023,21:30:00,Metro,Route_2,Station_50,Station_40,21:33:00,22:17:00,6,11,Fog,9.6,65,52,10.4,None,0,71,0,0,1,Summer,1
T00259,03-01-2023,21:45:00,Tram,Route_4,Station_5,Station_50,21:46:00,22:27:00,18,9,Clear,21.7,47,35,13.4,None,2000,67,0,0,1,Winter,1
T00260,03-01-2023,22:00:00,Bus,Route_17,Station_20,Station_43,22:02:00,22:33:00,17,12,Snow,12.9,35,4,16,None,0,4,0,1,1,Spring,1
T00261,03-01-2023,22:15:00,Train,Route_3,Station_41,Station_11,22:15:00,23:04:00,6,18,Storm,32.4,36,4,4.6,None,0,82,0,0,1,Summer,1
T00262,03-01-2023,22:30:00,Bus,Route_13,Station_11,Station_45,22:34:00,23:22:00,18,16,Snow,29.2,41,46,3.3,Sports,0,81,0,0,1,Summer,1
T00263,03-01-2023,22:45:00,Bus,Route_9,Station_33,Station_3,22:46:00,23:19:00,17,9,Snow,-0.9,70,9,0.4,None,50000,28,0,0,1,Winter,1
T00264,03-01-2023,23:00:00,Tram,Route_7,Station_50,Station_12,23:03:00,23:26:00,8,16,Fog,0.3,92,39,4.6,None,0,82,0,1,1,Winter,1
T00265,03-01-2023,23:15:00,Train,Route_15,Station_38,Station_3,23:16:00,23:49:00,8,-2,Cloudy,22,54,57,0.5,None,0,5,0,0,1,Autumn,0
T00266,03-01-2023,23:30:00,Metro,Route_11,Station_27,Station_42,23:33:00,00:27:00,4,15,Clear,4.2,82,6,6.9,Concert,2000,68,0,0,1,Autumn,1
T00267,03-01-2023,23:45:00,Metro,Route_20,Station_34,Station_27,23:46:00,00:15:00,18,2,Snow,26.6,62,11,2.9,None,0,57,1,0,1,Winter,0
T00268,04-01-2023,00:00:00,Tram,Route_2,Station_15,Station_49,00:03:00,00:48:00,7,10,Cloudy,18.7,35,29,11.6,None,0,42,0,1,2,Autumn,1
T00269,04-01-2023,00:15:00,Tram,Route_15,Station_32,Station_2,00:17:00,01:05:00,1,0,Rain,4.2,91,24,7.7,Festival,0,68,0,0,2,Winter,0
T00270,04-01-2023,00:30:00,Train,Route_14,Station_21,Station_49,00:30:00,01:14:00,2,18,Clear,14.1,95,27,1.9,None,0,71,0,0,2,Autumn,1
T00271,04-01-2023,00:45:00,Metro,Route_20,Station_46,Station_16,00:47:00,01:28:00,2,23,Clear,11.2,38,42,8,Festival,0,90,0,0,2,Spring,1
T00272,04-01-2023,01:00:00,Metro,Route_11,Station_5,Station_2,01:00:00,01:38:00,8,3,Fog,29.9,96,12,4.2,None,10000,36,0,1,2,Summer,0
T00273,04-01-2023,01:15:00,Metro,Route_3,Station_6,Station_30,01:17:00,01:36:00,6,-1,Snow,-3.7,45,46,13.6,Concert,0,57,0,0,2,Winter,0
T00274,04-01-2023,01:30:00,Bus,Route_17,Station_38,Station_20,01:32:00,02:11:00,13,29,Rain,30.8,84,48,7.3,None,10000,36,0,0,2,Winter,1
T00275,04-01-2023,01:45:00,Metro,Route_12,Station_22,Station_38,01:46:00,02:24:00,6,-2,Fog,21.1,69,21,2.9,Protest,0,81,0,0,2,Winter,0
T00276,04-01-2023,02:00:00,Bus,Route_15,Station_18,Station_28,02:04:00,02:52:00,19,12,Storm,24.5,55,53,7,None,0,25,0,1,2,Spring,1
T00277,04-01-2023,02:15:00,Train,Route_16,Station_14,Station_25,02:18:00,02:42:00,1,21,Cloudy,-4.9,67,17,4.5,None,0,41,0,0,2,Summer,1
T00278,04-01-2023,02:30:00,Bus,Route_5,Station_10,Station_32,02:33:00,03:14:00,-1,11,Cloudy,20.1,64,26,15.9,None,500,15,0,0,2,Autumn,1
T00279,04-01-2023,02:45:00,Train,Route_20,Station_46,Station_10,02:48:00,03:13:00,11,20,Fog,18.5,97,7,19.7,Protest,0,21,0,0,2,Autumn,1
T00280,04-01-2023,03:00:00,Metro,Route_6,Station_13,Station_42,03:00:00,03:53:00,0,11,Cloudy,16.5,88,5,0.5,Festival,2000,22,0,0,2,Summer,1
T00281,04-01-2023,03:15:00,Metro,Route_19,Station_31,Station_40,03:18:00,03:57:00,15,27,Snow,26.4,43,10,13.8,None,2000,46,0,0,2,Autumn,1
T00282,04-01-2023,03:30:00,Train,Route_5,Station_30,Station_33,03:33:00,03:54:00,18,10,Cloudy,17.2,76,28,5.3,None,0,66,0,0,2,Winter,1
T00283,04-01-2023,03:45:00,Tram,Route_3,Station_3,Station_13,03:46:00,04:29:00,3,10,Snow,29.3,71,57,1.3,Sports,0,2,0,1,2,Summer,1
T00284,04-01-2023,04:00:00,Train,Route_1,Station_30,Station_41,04:02:00,04:27:00,8,2,Storm,4.3,80,40,0.3,Festival,0,11,0,0,2,Spring,0
T00285,04-01-2023,04:15:00,Tram,Route_6,Station_6,Station_42,04:18:00,04:50:00,18,10,Rain,27.2,48,57,17.6,Concert,2000,22,0,1,2,Summer,1
T00286,04-01-2023,04:30:00,Bus,Route_15,Station_29,Station_47,04:34:00,05:04:00,15,13,Clear,2.2,95,4,7.1,Festival,0,10,0,0,2,Winter,1
T00287,04-01-2023,04:45:00,Bus,Route_2,Station_8,Station_37,04:48:00,05:05:00,9,14,Fog,27.5,76,6,19.9,None,2000,51,0,1,2,Summer,1
T00288,04-01-2023,05:00:00,Bus,Route_3,Station_44,Station_16,05:00:00,05:41:00,2,16,Fog,32.6,94,21,8.8,None,0,49,0,0,2,Spring,1
T00289,04-01-2023,05:15:00,Metro,Route_17,Station_45,Station_45,05:15:00,05:37:00,6,13,Snow,8.4,71,58,3.8,None,2000,56,0,0,2,Spring,1
T00290,04-01-2023,05:30:00,Bus,Route_12,Station_43,Station_22,05:30:00,06:27:00,17,12,Storm,16.2,67,46,15.5,Concert,0,63,0,0,2,Summer,1
T00291,04-01-2023,05:45:00,Tram,Route_18,Station_44,Station_20,05:48:00,06:18:00,15,28,Storm,21.3,42,52,18.5,None,0,45,0,1,2,Summer,1
T00292,04-01-2023,06:00:00,Bus,Route_15,Station_33,Station_50,06:01:00,06:55:00,16,5,Clear,-1.8,73,53,16.3,None,50000,28,0,1,2,Autumn,0
T00293,04-01-2023,06:15:00,Train,Route_12,Station_17,Station_43,06:19:00,06:52:00,0,23,Rain,14.8,53,3,14.9,None,2000,69,0,0,2,Autumn,1
T00294,04-01-2023,06:30:00,Train,Route_16,Station_48,Station_27,06:33:00,07:07:00,6,29,Fog,9.4,59,31,6.7,None,0,45,0,0,2,Winter,1
T00295,04-01-2023,06:45:00,Metro,Route_8,Station_11,Station_41,06:46:00,07:07:00,1,6,Snow,29.9,99,18,1.3,None,500,15,0,0,2,Autumn,1
T00296,04-01-2023,07:00:00,Train,Route_14,Station_13,Station_16,07:01:00,07:29:00,14,13,Storm,30.1,67,44,4,None,500,97,0,0,2,Winter,1
T00297,04-01-2023,07:15:00,Tram,Route_17,Station_50,Station_34,07:18:00,08:13:00,14,13,Fog,23,52,32,8.9,Festival,0,50,0,0,2,Winter,1
T00298,04-01-2023,07:30:00,Bus,Route_8,Station_11,Station_32,07:33:00,07:50:00,-1,14,Snow,21.2,86,0,19.1,None,0,10,1,0,2,Summer,1
T00299,04-01-2023,07:45:00,Metro,Route_15,Station_31,Station_26,07:46:00,08:31:00,6,19,Cloudy,24.3,52,53,14.5,None,0,10,0,0,2,Autumn,1
T00300,04-01-2023,08:00:00,Bus,Route_14,Station_28,Station_25,08:01:00,08:46:00,6,4,Fog,9.6,65,45,16.6,Concert,50000,62,0,1,2,Spring,0
T00301,04-01-2023,08:15:00,Bus,Route_18,Station_44,Station_2,08:16:00,08:45:00,2,9,Rain,11.2,86,40,5.5,Festival,0,52,0,1,2,Spring,1
T00302,04-01-2023,08:30:00,Tram,Route_20,Station_6,Station_12,08:33:00,08:54:00,12,19,Snow,17.1,30,55,13.7,Concert,0,88,0,0,2,Summer,1
T00303,04-01-2023,08:45:00,Train,Route_7,Station_41,Station_40,08:46:00,09:11:00,12,16,Rain,32.5,32,43,17.2,None,0,57,0,1,2,Spring,1
T00304,04-01-2023,09:00:00,Train,Route_3,Station_16,Station_9,09:00:00,09:38:00,0,18,Fog,24,43,49,9.6,Festival,0,18,0,0,2,Spring,1
T00305,04-01-2023,09:15:00,Bus,Route_12,Station_4,Station_12,09:18:00,10:03:00,16,19,Cloudy,17,63,40,8.6,None,0,31,0,1,2,Summer,1
T00306,04-01-2023,09:30:00,Metro,Route_3,Station_35,Station_26,09:30:00,10:04:00,0,-1,Rain,25.8,99,7,14.4,None,0,49,0,0,2,Spring,0
T00307,04-01-2023,09:45:00,Train,Route_20,Station_48,Station_9,09:47:00,10:39:00,3,29,Storm,9.8,98,31,11.2,Concert,0,71,0,1,2,Summer,1
T00308,04-01-2023,10:00:00,Metro,Route_14,Station_26,Station_10,10:03:00,10:56:00,1,13,Snow,24.2,80,29,19.9,Sports,50000,54,0,0,2,Winter,1
T00309,04-01-2023,10:15:00,Train,Route_15,Station_12,Station_32,10:17:00,10:46:00,10,15,Fog,11.4,58,45,8.5,None,50000,75,0,0,2,Autumn,1
T00310,04-01-2023,10:30:00,Metro,Route_14,Station_11,Station_34,10:31:00,11:19:00,10,26,Cloudy,6.2,77,27,3.5,Festival,0,40,0,0,2,Spring,1
T00311,04-01-2023,10:45:00,Tram,Route_7,Station_37,Station_48,10:46:00,11:24:00,8,19,Storm,19.4,45,40,9.4,Concert,0,98,0,0,2,Summer,1
T00312,04-01-2023,11:00:00,Metro,Route_17,Station_25,Station_20,11:04:00,11:56:00,2,11,Fog,22.5,86,51,4.7,Festival,10000,69,0,0,2,Spring,1
T00313,04-01-2023,11:15:00,Tram,Route_12,Station_18,Station_39,11:16:00,11:37:00,-2,10,Cloudy,13.4,39,31,11.2,None,0,20,0,0,2,Autumn,1
